Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Total_Number_of_Reviews,Positive_Review,Reviewer_Score,Tags,lat,lng,Calc_Average_Score,Average_Score_Difference,Leisure_trip,Couple,Solo_traveler,Business_trip,Group,Family_with_young_children,Family_with_older_children,With_a_pet
"London, United Kingdom",8/2/2017,8.0,Doubletree by Hilton London Kensington, United Kingdom , Staff who couldn t speak English Public toilets in basement and one lift out of order Asked aboutvdisabled on ground floor told there was not one But there was right in the Sight line of receptionist I do not think she understood a word outside her immediate duties ,1009, Bar staff were great So we re overnight concierge when we had a medical problem,5.4," Leisure trip, Couple, Queen Guest Room, Stayed 1 night, Submitted from a mobile device ",51.4925138,-0.1787917,8.0,0.0,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.7,Ace Hotel London Shoreditch, Ireland , Everything comes with a price tag There was no even complimentary water in the rooms Breakfast in Hoi Polloi was disappointing with coffee like cement and cold hollandaise on my eggs benedict Lots of style but missing substance If you like hip hotels in good neighbourhoods I d recommend the citizen M chain rather than Ace ,514, Very comfortable bed and excellent location ,7.9," Leisure trip, Couple, Standard Double Room, Stayed 1 night, Submitted from a mobile device ",51.5254162,-0.0772849,8.7,-0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",7/20/2017,9.3,Staybridge Suites London Vauxhall, Australia , The staff were less welcoming than previously they seemed rushed and a bit grumpy,244, The standard of the breakfast has dropped since we last visited horrible eggs overcooked bacon dry sausages etc I m sure this can be easily remedied ,8.8," Leisure trip, Couple, Standard Suite, Stayed 3 nights ",51.4891226,-0.1205639,9.3,-0.10000000000000142,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.3,The Grosvenor, United States of America , My room wasn t ready until close to 5pm and we had arrived around noon and had asked for early check in so that was disappointing Check in time was 3pm ,1517, Staff was very helpful with any requests we made Recommend the executive level for the extra s provided to the guests The room was clean and wasn t just a hotel room had a den feel so that was nice Location of hotel was perfect for our needs ,10.0," Business trip, Group, Executive King Room, Stayed 2 nights ",51.4956657,-0.1452793,8.3,0.09999999999999964,0,0,0,1,1,0,0,0
"London, United Kingdom",8/2/2017,8.0,The Park Tower Knightsbridge a Luxury Collection Hotel, United States of America , No real complaints Not really an English flair more like a good business hotel All the amenities were there however My wife says it was a typical businessman s hotel with no place for a woman to set down and put on make up Unfortunately most hotels have this problem Are there never any women involved in designing a hotel room A good value for our money overall ,275, The eggs were NOT fluffy Overall the hotel was bright clean and In a decent location with very pleasant staff A great lounge We were quite pleased overall ,7.5," Leisure trip, Couple, Classic Room, Stayed 3 nights, Submitted from a mobile device ",51.5014191,-0.1625805,8.0,0.1999999999999993,1,1,0,0,0,0,0,0
"Paris, France",7/31/2017,8.8,Amp re, United Kingdom , If you need a taxi there is a taxi stand by the Place Pereire 2 mn away it is quicker than the hotel ordering a taxi for you ,172, Immaculate very comfortable nice quiet location pleasant staff lovely breakfast ,9.2," Business trip, Solo traveler, Premium Double Room with Garden View, Stayed 1 night ",48.8848583,2.2997023,8.8,0.0,0,0,1,1,0,0,0,0
"Paris, France",5/7/2017,8.0,Melia Paris Champs Elys es, Belgium , The room service was available only until 22 30 would be more practical if the room service is available until midnight But that is just a suggestion more than a critique ,15, The room was in a very good shape clean very well prepared everything was at hand The staff at the reception was welcoming spoke nice and fluent English did their best to help us when needed The hotel overall was very pleasant amazingly located Eiffel tower Arc de Triomphe and many amazing restaurants are at a walking distance ,8.8," Leisure trip, Family with young children, Deluxe Room, Stayed 2 nights ",48.8688962,2.2827459,8.0,0.3000000000000007,1,0,0,0,0,1,0,0
"Paris, France",8/1/2017,8.7,Le Parisis Paris Tour Eiffel, United Kingdom , Nothing it was great ,428, Very clean great location with a room view of the eifall tower close to a metro station with access to the whole city Not much noise from outside and friendly staff,10.0," Leisure trip, Couple, Double Room with Eiffel Tower View, Stayed 3 nights, Submitted from a mobile device ",48.8494851,2.2955063,8.7,-0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.3,Thistle Kensington Gardens, Norway , Quite narrow double bed made it necessary to share it with child instead of husband Otherwise everything was fine ,862, Air conditioning Perfect location by Kensington Gardens 1 minute walk to bus or subway Clean newly refinished interior ,8.8," Leisure trip, Family with young children, Family Room, Stayed 2 nights, Submitted from a mobile device ",51.5108439,-0.1839074,8.3,-0.10000000000000142,1,0,0,0,0,1,0,0
"London, United Kingdom",8/27/2016,8.1,Park Plaza Sherlock Holmes London, United Kingdom , Sliding door to toilet and bathroom,592, Great location good facilities,8.3," Couple, Superior Double Room, Stayed 1 night, Submitted from a mobile device ",51.5209191,-0.1566567,8.1,0.09999999999999964,0,1,0,0,0,0,0,0
"Paris, France",8/3/2017,8.3,Hilton Paris Opera, Australia , complimentary water was only given on day 1 i was there for around 4 5 days,109, really good breakfast very comfy room very good location hotel had great facilities staff spoke very good english and were very helpful,10.0," Leisure trip, Couple, Deluxe Room, Stayed 4 nights ",48.8756604,2.3252075,8.3,0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.7,The Kensington Hotel, United Arab Emirates , The hotel staff were not bothered to check an earlier promise by one of their managers two years before to upgrade me whenever I came again They said they were anyway fully booked But it would have been nice if they at least checked ,333, The comfort level the cleanliness and primarily the great location ,8.8," Leisure trip, Family with young children, Superior Double Room, Stayed 2 nights, Submitted from a mobile device ",51.4925478,-0.1780611,8.7,0.0,1,0,0,0,0,1,0,0
"London, United Kingdom",8/3/2017,8.7,Holiday Inn London Stratford City, United Kingdom , Can t think of anything negative to say Very good experience ,994, Close proximity to rail services shops and restaurants as well as start point for Ride London Staff were friendly and helpful AirCon in room was very welcome ,9.6," Leisure trip, Group, Queen Room Non Smoking, Stayed 3 nights ",51.5426054,-0.0072708,8.7,0.0,1,0,0,0,1,0,0,0
"London, United Kingdom",8/3/2017,9.2,Staybridge Suites London Stratford, South Africa , Breakfast could be better don t like eggs that have been lying around for a while and placemats would be great It talks about self catering but you cannot sit and eat you meal in your room ,490, Really enjoyed the location to the Start of Ride London 100 could not be easier Excellent location to all trains Special mention to our Reception area and Especially MD Mohammad he was excellent helped with everything and everybody all the times ,9.6," Leisure trip, Couple, Studio Suite, Stayed 1 night ",51.5426351,-0.0073272,9.2,0.0,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.0,Shepherd s Bush Boutique Hotel, United Kingdom ,No Negative,531, The room was perfect Comfy bed and very quiet Location was superb and Michael at reception was fantastic I left my watch after I had checked out on the Sunday He called within the hour and it was in the post the following day Thank you ,10.0," Leisure trip, Couple, Standard Double Room, Stayed 1 night, Submitted from a mobile device ",51.5054544,-0.2262216,8.0,0.0,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.0,My Bloomsbury, United Kingdom , The shower was poor and the bathroom door had no stopper so slammed into the tiled wall when you opened it Also only 2 English breakfast teabags and a couple of milks in the room a couple more would have been nice ,463, Rooms were spacious clean and the room amenties were excellent The location was excellent and the restaurant adjoining the hotel Gails Kitchen was excellent for breakfast ,9.2," Leisure trip, Group, Double Room, Stayed 1 night, Submitted from a mobile device ",51.5188555,-0.1319172,8.0,0.09999999999999964,1,0,0,0,1,0,0,0
"Paris, France",8/1/2017,8.3,Holiday Inn Paris Gare de Lyon Bastille, New Zealand , Two people on desk when we arrived We were totally ignored by one person When other person became available and served us she was lovely ,395, In a gorgeous upgraded room Very new and modern Very comfy bed,9.6," Leisure trip, Couple, Standard Double Room, Stayed 2 nights, Submitted from a mobile device ",48.8468064,2.3714789,8.3,0.0,1,1,0,0,0,0,0,0
"Paris, France",7/30/2017,8.9,H tel Chaplain Paris Rive Gauche, United Kingdom , The bathroom floor wasn t as clean as it might have been but this was a minor point ,133, It was all fine not particularly noteworth in either direction ,7.5," Leisure trip, Couple, Classic Room, Stayed 2 nights ",48.8427564,2.3305636,8.9,-0.20000000000000107,1,1,0,0,0,0,0,0
"Paris, France",7/18/2017,8.1,H tel Regina Op ra Grands Boulevards, Australia , Shower didn t work well knob kept moving to hot Iron didn t arrive when staff said it would,44, Great location on two major metro lines and walking distance to most things Good attempt at making decor interesting and kitch,7.5," Business trip, Solo traveler, Double Room, Stayed 3 nights, Submitted from a mobile device ",48.8708508,2.3515882,8.1,-0.1999999999999993,0,0,1,1,0,0,0,0
"London, United Kingdom",8/3/2017,8.8,11 Cadogan Gardens, United Kingdom , Thought the prise of drinks at the bar a little excessive ,159, We were particularly impressed by the very warm welcome we received a lovely hotel in a superb location good size room with excellent bathroom We will come back and already have recommended it to friends and relatives ,9.6," Leisure trip, Couple, Superior Queen Room, Stayed 1 night ",51.4936161,-0.1592347,8.8,-0.10000000000000142,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,9.1,The Wellesley Knightsbridge a Luxury Collection Hotel London, Hungary , Be careful they try to add few extra charge without foundation to the invoice They made more mistake than a five star hotel could ever Never ask bed for your child This chain s other hotel is excellent for example in Milan but never again in London ,77, nice art deco rooms good location,6.3," Leisure trip, Family with young children, Junior Suite with Park View, Stayed 1 night ",51.502485,-0.1539265,9.1,-0.09999999999999964,1,0,0,0,0,1,0,0
